RPM,AF,EGT,IP,EP,label,zone
1908.4,11.2653,340.4396,1.428,1.3404,HEALTHY,NONE
1780.6,9.2538,342.2855,1.3061,1.1601,HEALTHY,NONE
1823.4,9.6385,345.4625,1.3356,1.2602,HEALTHY,NONE
2163.1,15.0,356.9818,1.718,1.6002,HEALTHY,NONE
1607.3,6.4768,330.5585,1.0906,0.9846,HEALTHY,NONE
1910.4,11.0995,338.2751,1.4518,1.3196,HEALTHY,NONE
1854.1,10.4167,341.2077,1.3709,1.2807,HEALTHY,NONE
1928.0,11.3714,346.1499,1.4486,1.333,HEALTHY,NONE
1512.7,4.8873,338.7378,0.9684,0.8788,HEALTHY,NONE
2110.5,14.5383,349.9645,1.6486,1.5384,HEALTHY,NONE
2152.5,14.9846,364.945,1.6718,1.5649,HEALTHY,NONE
1895.6,11.2221,349.764,1.3967,1.3459,HEALTHY,NONE
1987.7,12.435,350.786,1.4931,1.3981,HEALTHY,NONE
2145.7,14.9958,366.0806,1.6598,1.5977,HEALTHY,NONE
1995.1,12.6959,351.6139,1.56,1.4217,HEALTHY,NONE
1606.8,6.5207,332.2847,1.1226,0.9762,HEALTHY,NONE
1903.4,11.022,344.9045,1.4564,1.3179,HEALTHY,NONE
1924.7,11.5302,352.3529,1.4166,1.3568,HEALTHY,NONE
1796.9,9.5058,345.3269,1.3038,1.1986,HEALTHY,NONE
2015.5,13.1024,347.6472,1.5138,1.4636,HEALTHY,NONE
2154.1,15.0,351.1066,1.6762,1.6105,HEALTHY,NONE
2147.9,15.0,356.38,1.6651,1.6018,HEALTHY,NONE
1815.6,9.6215,336.7792,1.3474,1.2134,HEALTHY,NONE
1579.3,5.9137,328.6457,1.0581,0.9445,HEALTHY,NONE
2189.4,15.0,365.6566,1.7498,1.6162,HEALTHY,NONE
2087.2,13.727,352.0749,1.6296,1.5215,HEALTHY,NONE
1587.3,6.0964,329.1491,1.1208,0.9857,HEALTHY,NONE
2144.6,15.0,357.5196,1.6503,1.5364,HEALTHY,NONE
2108.9,14.1638,359.6885,1.6663,1.541,HEALTHY,NONE
1863.2,10.3686,331.9249,1.3972,1.2775,HEALTHY,NONE
1913.9,11.438,342.6611,1.4099,1.3238,HEALTHY,NONE
1779.3,9.4639,340.0215,1.3034,1.2091,HEALTHY,NONE
1538.3,5.2379,332.9171,1.0283,0.9301,HEALTHY,NONE
1734.6,8.3194,334.2724,1.2302,1.161,HEALTHY,NONE
2062.0,13.7273,343.7171,1.5737,1.4858,HEALTHY,NONE
1503.2,4.8701,328.2607,0.9691,0.9023,HEALTHY,NONE
1733.4,8.3124,333.4957,1.2745,1.1662,HEALTHY,NONE
1778.7,9.0259,332.9876,1.2826,1.2088,HEALTHY,NONE
1876.2,10.659,340.6871,1.4041,1.2666,HEALTHY,NONE
2143.9,14.9442,356.2723,1.6633,1.574,HEALTHY,NONE
1742.4,8.574,334.0984,1.2276,1.1363,HEALTHY,NONE
1742.9,8.8062,326.1155,1.2653,1.1535,HEALTHY,NONE
2016.3,13.0589,355.2979,1.5135,1.4542,HEALTHY,NONE
1816.6,9.7235,347.202,1.3154,1.2069,HEALTHY,NONE
1657.2,7.1253,336.1188,1.1514,1.0521,HEALTHY,NONE
1816.7,9.5294,335.147,1.3261,1.1835,HEALTHY,NONE
1598.6,6.3478,328.9225,1.0835,1.0159,HEALTHY,NONE
1623.5,6.6083,331.1409,1.122,1.0038,HEALTHY,NONE
1848.9,10.2599,345.4368,1.3726,1.2599,HEALTHY,NONE
1793.2,9.8612,343.0041,1.3131,1.1922,HEALTHY,NONE
2140.4,15.0,353.3487,1.6556,1.5982,HEALTHY,NONE
1753.7,8.6256,338.0938,1.2497,1.0987,HEALTHY,NONE
1906.4,11.1594,347.607,1.4451,1.3209,HEALTHY,NONE
1942.6,11.9842,354.4084,1.4784,1.3584,HEALTHY,NONE
1509.2,4.7772,328.9808,0.9625,0.8809,HEALTHY,NONE
1964.5,11.9523,352.1691,1.4913,1.4188,HEALTHY,NONE
1624.6,6.7766,331.6504,1.0757,0.9976,HEALTHY,NONE
2172.7,15.0,365.6898,1.7114,1.6258,HEALTHY,NONE
1604.1,6.5852,332.252,1.1309,1.0001,HEALTHY,NONE
1790.2,9.4952,335.2064,1.2762,1.2203,HEALTHY,NONE
1559.7,5.5161,335.0041,1.0282,0.9315,HEALTHY,NONE
2197.8,15.0,363.3801,1.7529,1.623,HEALTHY,NONE
1851.5,10.3407,340.3616,1.3308,1.2836,HEALTHY,NONE
1916.8,11.5198,343.441,1.4198,1.341,HEALTHY,NONE
1547.0,5.4477,328.8306,1.0429,0.9001,HEALTHY,NONE
2025.0,13.0254,353.5645,1.5373,1.4392,HEALTHY,NONE
1646.9,6.9052,333.3332,1.1348,1.0473,HEALTHY,NONE
2128.6,14.9934,357.9884,1.6774,1.5793,HEALTHY,NONE
1643.6,6.8972,340.6797,1.1443,1.0223,HEALTHY,NONE
1633.5,6.7223,337.0318,1.1303,0.9666,HEALTHY,NONE
1525.6,4.8841,327.2324,1.001,0.9182,HEALTHY,NONE
1830.4,10.051,346.2289,1.3462,1.2144,HEALTHY,NONE
1895.4,11.3534,339.6068,1.4068,1.2689,HEALTHY,NONE
1546.0,5.1993,329.2894,1.0391,0.8733,HEALTHY,NONE
2042.9,13.4471,361.19,1.5595,1.4857,HEALTHY,NONE
1817.3,9.9854,339.7749,1.3208,1.2271,HEALTHY,NONE
1867.1,10.5714,339.1155,1.3587,1.274,HEALTHY,NONE
1808.5,9.6988,337.1663,1.3143,1.2428,HEALTHY,NONE
1780.5,9.016,333.5785,1.2684,1.1973,HEALTHY,NONE
1891.7,11.049,340.6636,1.383,1.3377,HEALTHY,NONE
1608.7,6.3511,328.5809,1.1032,0.9701,HEALTHY,NONE
1627.3,6.8309,324.3396,1.1225,1.0176,HEALTHY,NONE
2103.2,14.604,355.2406,1.6506,1.5026,HEALTHY,NONE
2162.3,15.0,362.6254,1.6904,1.5945,HEALTHY,NONE
1761.3,8.9496,333.527,1.2719,1.1587,HEALTHY,NONE
1689.5,7.7435,342.0725,1.1968,1.0983,HEALTHY,NONE
1950.8,11.9747,350.0939,1.4783,1.3704,HEALTHY,NONE
1786.1,9.2132,344.4586,1.2741,1.2031,HEALTHY,NONE
1517.8,4.951,322.5993,1.0023,0.9134,HEALTHY,NONE
1609.3,6.3452,334.738,1.106,1.0418,HEALTHY,NONE
2001.2,12.7905,344.5994,1.5243,1.4178,HEALTHY,NONE
1961.2,12.3132,352.5136,1.4391,1.362,HEALTHY,NONE
1519.0,4.7687,326.8076,1.0038,0.9055,HEALTHY,NONE
1655.4,7.3101,335.5353,1.1929,1.0327,HEALTHY,NONE
1661.8,7.4404,327.2096,1.1484,1.0853,HEALTHY,NONE
1970.3,12.2455,344.0409,1.4761,1.385,HEALTHY,NONE
1513.8,4.5173,328.676,1.0024,0.8837,HEALTHY,NONE
1572.9,5.7056,323.9021,1.0654,0.9497,HEALTHY,NONE
2059.9,13.9158,355.3131,1.6118,1.5023,HEALTHY,NONE
1625.0,6.6411,324.4134,1.0905,1.0125,HEALTHY,NONE
1956.9,11.8953,352.087,1.4907,1.3633,HEALTHY,NONE
1666.7,7.248,327.1738,1.1728,1.0943,HEALTHY,NONE
1569.6,5.8697,331.2419,1.0527,0.9385,HEALTHY,NONE
1670.2,7.4626,336.6392,1.1716,1.0655,HEALTHY,NONE
2005.6,12.8011,346.7955,1.5495,1.442,HEALTHY,NONE
2099.0,14.3015,357.8595,1.6478,1.4977,HEALTHY,NONE
2081.2,14.0076,355.3599,1.5881,1.5206,HEALTHY,NONE
1778.0,8.9962,336.2072,1.2983,1.1608,HEALTHY,NONE
1967.7,12.4622,343.3402,1.4865,1.4042,HEALTHY,NONE
1643.5,6.8973,322.3613,1.1372,1.0165,HEALTHY,NONE
1705.2,8.1323,337.0084,1.2043,1.1166,HEALTHY,NONE
2127.4,15.0,348.5477,1.6582,1.5833,HEALTHY,NONE
1509.1,4.9089,325.9318,1.0137,0.9071,HEALTHY,NONE
1559.9,5.5202,326.6756,1.0433,0.95,HEALTHY,NONE
1645.5,7.0393,335.6717,1.1156,1.0334,HEALTHY,NONE
1518.6,4.9097,324.4184,0.9923,0.8886,HEALTHY,NONE
1627.0,6.5419,329.703,1.1215,1.0473,HEALTHY,NONE
1908.1,11.3,349.0658,1.4477,1.3091,HEALTHY,NONE
1795.0,9.2338,341.4251,1.3123,1.1795,HEALTHY,NONE
2124.9,14.9558,357.8243,1.6414,1.5717,HEALTHY,NONE
2072.2,13.8512,355.9569,1.651,1.4853,HEALTHY,NONE
1739.3,8.5342,329.2857,1.2451,1.1208,HEALTHY,NONE
1681.6,7.6081,337.8638,1.2027,1.0483,HEALTHY,NONE
1765.8,8.8966,341.3516,1.2655,1.1589,HEALTHY,NONE
1913.2,11.4219,340.5769,1.4393,1.327,HEALTHY,NONE
1687.6,7.5928,333.1618,1.2005,1.0886,HEALTHY,NONE
1936.9,11.8502,346.6487,1.4787,1.3734,HEALTHY,NONE
1786.6,9.072,338.6569,1.3123,1.2017,HEALTHY,NONE
1886.4,10.9173,345.991,1.417,1.2957,HEALTHY,NONE
1805.3,9.8689,347.4213,1.3052,1.2075,HEALTHY,NONE
1706.1,7.8147,340.7151,1.1924,1.114,HEALTHY,NONE
2163.9,15.0,351.6348,1.7075,1.6263,HEALTHY,NONE
2034.5,13.3848,354.8366,1.579,1.4629,HEALTHY,NONE
1598.1,6.2338,336.5486,1.082,0.9771,HEALTHY,NONE
2107.9,14.5546,357.3304,1.6613,1.5202,HEALTHY,NONE
1841.2,10.2358,347.515,1.3795,1.2215,HEALTHY,NONE
2126.2,14.8943,366.3707,1.6415,1.5732,HEALTHY,NONE
2059.9,13.887,358.1135,1.5712,1.4994,HEALTHY,NONE
1797.6,9.5153,341.129,1.3004,1.2147,HEALTHY,NONE
1515.7,4.8308,331.0119,1.0032,0.8945,HEALTHY,NONE
1688.1,7.7719,335.1281,1.1737,1.1123,HEALTHY,NONE
1879.1,11.0647,344.0767,1.4187,1.282,HEALTHY,NONE
1943.4,11.8058,345.4147,1.4699,1.3805,HEALTHY,NONE
1680.5,7.402,341.8431,1.1768,1.0752,HEALTHY,NONE
1597.5,6.3643,325.7853,1.0572,0.9737,HEALTHY,NONE
2084.5,14.102,361.8844,1.5882,1.5264,HEALTHY,NONE
2189.1,15.0,361.9534,1.7338,1.6363,HEALTHY,NONE
1868.0,10.7253,336.4026,1.3369,1.2867,HEALTHY,NONE
1620.2,6.486,332.847,1.1307,1.0121,HEALTHY,NONE
1690.6,7.6988,324.0306,1.1838,1.0862,HEALTHY,NONE
1512.9,4.8704,328.7712,1.0588,0.9417,HEALTHY,NONE
2140.0,15.0,361.4266,1.721,1.5986,HEALTHY,NONE
1582.4,6.0586,326.1595,1.0659,0.9839,HEALTHY,NONE
1903.6,11.1117,345.7958,1.416,1.3204,HEALTHY,NONE
1691.8,7.8093,344.3627,1.2082,1.1084,HEALTHY,NONE
1887.9,10.8837,341.8675,1.4352,1.3115,HEALTHY,NONE
1956.0,12.1409,342.5052,1.4423,1.3756,HEALTHY,NONE
2080.8,14.1533,361.4493,1.5749,1.5045,HEALTHY,NONE
1644.5,6.8217,342.0377,1.1244,1.0353,HEALTHY,NONE
1507.7,4.8992,325.4033,1.0,0.8249,HEALTHY,NONE
1595.8,6.0897,334.8483,1.094,0.9882,HEALTHY,NONE
2130.0,14.9825,363.208,1.6854,1.5542,HEALTHY,NONE
2111.7,14.6188,351.8737,1.6202,1.576,HEALTHY,NONE
1918.2,11.6907,343.4829,1.3877,1.3344,HEALTHY,NONE
1920.4,11.4168,352.1725,1.4536,1.3126,HEALTHY,NONE
1965.5,12.1327,356.7014,1.4689,1.3844,HEALTHY,NONE
1622.8,6.6055,333.9524,1.0729,0.9924,HEALTHY,NONE
2140.1,14.9798,352.6053,1.6779,1.5844,HEALTHY,NONE
1793.1,9.5004,349.5923,1.3141,1.2041,HEALTHY,NONE
1768.2,8.7322,335.755,1.2687,1.1903,HEALTHY,NONE
1863.2,10.363,341.4864,1.3652,1.2586,HEALTHY,NONE
1532.9,4.9858,328.3555,1.0125,0.9164,HEALTHY,NONE
1616.4,6.6474,338.5907,1.099,0.9791,HEALTHY,NONE
2016.6,13.2731,355.1011,1.5139,1.4549,HEALTHY,NONE
1558.0,5.5384,329.9723,1.0286,0.9533,HEALTHY,NONE
1922.2,11.455,348.4268,1.4488,1.3483,HEALTHY,NONE
1671.7,7.4159,333.8048,1.1729,1.0665,HEALTHY,NONE
1772.5,9.219,341.416,1.2792,1.1842,HEALTHY,NONE
1702.1,7.7599,322.4565,1.1795,1.1315,HEALTHY,NONE
1749.0,8.6976,335.9655,1.2467,1.1446,HEALTHY,NONE
2003.3,12.9465,351.3732,1.4829,1.4292,HEALTHY,NONE
1708.0,8.0702,329.6442,1.2094,1.0841,HEALTHY,NONE
1896.5,11.0903,346.7558,1.439,1.2931,HEALTHY,NONE
1833.2,10.183,340.6394,1.3123,1.2438,HEALTHY,NONE
1964.6,11.7641,357.0059,1.4727,1.4065,HEALTHY,NONE
2155.8,15.0,365.6541,1.6986,1.5869,HEALTHY,NONE
2012.8,12.8562,348.311,1.5618,1.432,HEALTHY,NONE
1650.5,6.7844,331.7687,1.1344,1.0352,HEALTHY,NONE
1521.8,5.0429,325.7217,0.9899,0.893,HEALTHY,NONE
1683.6,7.8041,331.9209,1.1399,1.0852,HEALTHY,NONE
1916.6,11.3678,346.8029,1.4343,1.3023,HEALTHY,NONE
1536.0,5.3397,323.0085,1.0599,0.9447,HEALTHY,NONE
1847.5,10.506,336.7197,1.3628,1.2439,HEALTHY,NONE
1917.8,11.6057,349.0031,1.4332,1.348,HEALTHY,NONE
1734.0,8.6638,339.8462,1.2405,1.1086,HEALTHY,NONE
2039.6,13.5023,347.9603,1.5657,1.4793,HEALTHY,NONE
1574.6,5.8365,333.2077,1.0448,0.9745,HEALTHY,NONE
1552.6,5.2266,324.4719,1.0536,0.9448,HEALTHY,NONE
2009.7,12.8675,351.7524,1.5379,1.4135,HEALTHY,NONE
1846.8,10.1277,346.4439,1.3569,1.2616,HEALTHY,NONE
1981.9,12.7769,348.926,1.4837,1.3795,HEALTHY,NONE
1804.4,9.5369,342.4927,1.3365,1.2054,HEALTHY,NONE
1672.5,7.4358,331.0419,1.1806,1.0879,HEALTHY,NONE
2073.4,14.0225,352.6862,1.5915,1.5185,HEALTHY,NONE
2059.6,13.7221,351.9503,1.6076,1.4879,HEALTHY,NONE
1986.3,12.7772,345.5815,1.498,1.3885,HEALTHY,NONE
1690.5,7.6171,333.6412,1.1712,1.0997,HEALTHY,NONE
1913.2,11.3624,337.915,1.4134,1.329,HEALTHY,NONE
1752.7,8.6108,335.1783,1.2189,1.1079,HEALTHY,NONE
1564.1,5.4561,326.781,1.059,0.9653,HEALTHY,NONE
2142.1,14.9665,355.8251,1.6405,1.5767,HEALTHY,NONE
1595.8,6.1638,328.5812,1.0594,1.008,HEALTHY,NONE
2165.2,15.0,357.9495,1.6607,1.5803,HEALTHY,NONE
1812.2,9.5868,343.0074,1.3172,1.1554,HEALTHY,NONE
